Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
15,2019,,Jordan Hicks,22,2,2,0.5,3.14,29,0,21,0,0,14,28.2,16,10,10,2,11,0,31,1,0,2,110,135,3.21,0.942,5.0,0.6,3.5,9.7,2.82,Right,No
16,2019,,Génesis Cabrera,22,0,2,0.0,4.87,13,2,5,0,0,1,20.1,23,16,11,2,11,0,19,2,0,1,99,87,4.54,1.672,10.2,0.9,4.9,8.4,1.73,Left,No
17,2019,,Mike Mayers,27,0,1,0.0,6.63,16,0,4,0,0,0,19.0,21,14,14,3,11,2,16,1,0,1,88,64,5.48,1.684,9.9,1.4,5.2,7.6,1.45,Right,No
18,2019,,Junior Fernández,22,0,1,0.0,5.4,13,0,5,0,0,0,11.2,9,7,7,2,6,0,16,4,0,2,54,80,5.27,1.286,6.9,1.5,4.6,12.3,2.67,Right,No
19,2019,,Luke Gregerson,35,0,0,0.0,7.94,6,0,3,0,0,0,5.2,11,5,5,0,1,0,2,0,0,0,27,56,3.04,2.118,17.5,0.0,1.6,3.2,2.0,Right,No
20,2019,,Alex Reyes,24,0,1,0.0,15.0,4,0,0,0,0,0,3.0,2,5,5,1,6,0,1,0,0,1,17,31,12.88,2.667,6.0,3.0,18.0,3.0,0.17,Right,No
21,2019,,Adalberto Mejía,26,0,0,0.0,9.0,2,0,0,0,0,0,3.0,8,3,3,0,1,0,2,0,0,2,17,52,2.88,3.0,24.0,0.0,3.0,6.0,2.0,Left,No
22,2019,,Chasen Shreve,28,1,0,1.0,9.0,3,0,0,0,0,0,2.0,2,2,2,0,1,0,2,1,0,0,10,55,4.21,1.5,9.0,0.0,4.5,9.0,2.0,Left,No
23,2019,,Jedd Gyorko,30,0,0,0.0,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,-2.79,0.0,0.0,0.0,0.0,27.0,0.0,Right,No
1,2018,SP,Miles Mikolas,29,18,4,0.818,2.83,32,32,0,1,1,0,200.2,186,70,63,16,29,4,146,7,1,2,808,137,3.28,1.071,8.3,0.7,1.3,6.5,5.03,Right,No
2,2018,SP,Jack Flaherty,22,8,9,0.471,3.34,28,28,0,0,0,0,151.0,108,59,56,20,59,3,182,11,0,6,615,116,3.86,1.106,6.4,1.2,3.5,10.8,3.08,Right,No
3,2018,SP,Luke Weaver,24,7,11,0.389,4.95,30,25,3,0,0,0,136.1,150,83,75,19,54,2,121,3,0,3,609,78,4.45,1.496,9.9,1.3,3.6,8.0,2.24,Right,No
4,2018,SP,Carlos Martinez,26,8,6,0.571,3.11,33,18,9,0,0,5,118.2,100,48,41,5,60,4,117,11,0,5,521,125,3.53,1.348,7.6,0.4,4.6,8.9,1.95,Right,No
5,2018,SP,John Gant,25,7,6,0.538,3.47,26,19,1,0,0,0,114.0,91,54,44,9,57,3,95,2,0,5,487,112,4.07,1.298,7.2,0.7,4.5,7.5,1.67,Right,No
6,2018,SP,Michael Wacha,26,8,2,0.8,3.2,15,15,0,0,0,0,84.1,68,36,30,9,36,0,71,2,1,2,355,121,4.22,1.233,7.3,1.0,3.8,7.6,1.97,Right,No
7,2018,CL,Bud Norris,33,3,6,0.333,3.59,64,0,42,0,0,28,57.2,51,27,23,8,21,3,67,5,0,9,245,109,3.99,1.249,8.0,1.2,3.3,10.5,3.19,Right,No
8,2018,RP,Jordan Hicks,21,3,4,0.429,3.59,73,0,20,0,0,6,77.2,59,33,31,2,45,2,70,8,0,9,339,108,3.74,1.339,6.8,0.2,5.2,8.1,1.56,Right,No
9,2018,RP,Mike Mayers,26,2,1,0.667,4.7,50,0,15,0,0,1,51.2,59,28,27,7,15,1,49,1,0,4,226,83,3.95,1.432,10.3,1.2,2.6,8.5,3.27,Right,No
10,2018,RP,John Brebbia,28,3,3,0.5,3.2,45,0,17,0,0,2,50.2,43,18,18,5,16,2,60,0,0,1,209,122,3.02,1.164,7.6,0.9,2.8,10.7,3.75,Right,No
11,2018,RP,Brett Cecil,31,1,1,0.5,6.89,40,0,7,0,0,0,32.2,39,27,25,5,25,5,19,0,0,1,157,57,6.28,1.959,10.7,1.4,6.9,5.2,0.76,Left,No
12,2018,,Austin Gomber,24,6,2,0.75,4.44,29,11,1,0,0,0,75.0,81,40,37,7,32,4,67,4,1,3,334,88,4.03,1.507,9.7,0.8,3.8,8.0,2.09,Left,No
13,2018,,Adam Wainwright,36,2,4,0.333,4.46,8,8,0,0,0,0,40.1,41,21,20,5,18,1,40,2,0,1,181,88,4.28,1.463,9.1,1.1,4.0,8.9,2.22,Right,No
14,2018,,Daniel Ponce de Leon,26,0,2,0.0,2.73,11,4,2,0,0,1,33.0,24,10,10,2,13,0,31,1,0,0,132,144,3.34,1.121,6.5,0.5,3.5,8.5,2.38,Right,No
15,2018,,Sam Tuivailala,25,3,3,0.5,3.69,31,0,5,0,0,0,31.2,35,14,13,3,11,2,26,2,0,4,144,106,3.98,1.453,9.9,0.9,3.1,7.4,2.36,Right,No
16,2018,,Dakota Hudson,23,4,1,0.8,2.63,26,0,2,0,0,0,27.1,19,9,8,0,18,0,19,1,0,2,118,149,3.86,1.354,6.3,0.0,5.9,6.3,1.06,Right,No
17,2018,,Tyson Ross,31,2,0,1.0,2.73,9,1,0,0,0,0,26.1,20,9,8,1,10,1,15,0,0,0,104,144,3.65,1.139,6.8,0.3,3.4,5.1,1.5,Right,No
18,2018,,Greg Holland,32,0,2,0.0,7.92,32,0,7,0,0,0,25.0,34,28,22,1,22,2,22,0,0,0,132,50,4.56,2.24,12.2,0.4,7.9,7.9,1.0,Right,No
19,2018,,Dominic Leone,26,1,2,0.333,4.5,29,0,8,0,0,0,24.0,27,12,12,3,8,3,26,0,0,0,106,87,3.62,1.458,10.1,1.1,3.0,9.8,3.25,Right,No
20,2018,,Matt Bowman,27,0,2,0.0,6.26,22,0,5,0,0,0,23.0,29,16,16,4,11,3,26,1,0,1,109,63,4.73,1.739,11.3,1.6,4.3,10.2,2.36,Right,No
21,2018,,Tyler Lyons,30,1,0,1.0,8.64,27,0,2,0,0,0,16.2,24,16,16,3,8,2,19,2,0,2,83,46,5.02,1.92,13.0,1.6,4.3,10.3,2.38,Left,No
22,2018,,Tyler Webb,27,0,0,0.0,1.76,18,0,4,0,0,0,15.1,16,8,3,1,6,2,11,1,0,0,66,225,3.94,1.435,9.4,0.6,3.5,6.5,1.83,Left,No
23,2018,,Chasen Shreve,27,1,2,0.333,3.07,20,0,3,0,0,0,14.2,14,5,5,3,9,0,16,0,0,0,65,130,5.48,1.568,8.6,1.8,5.5,9.8,1.78,Left,No
24,2018,,Luke Gregerson,34,0,0,0.0,7.11,17,0,4,0,0,0,12.2,14,10,10,2,6,0,12,0,1,2,57,56,4.74,1.579,9.9,1.4,4.3,8.5,2.0,Right,No
25,2018,,Ryan Sherriff,28,0,0,0.0,6.35,5,0,0,0,0,0,5.2,8,4,4,1,2,0,3,1,0,0,27,65,5.98,1.765,12.7,1.6,3.2,4.8,1.5,Left,No
26,2018,,Alex Reyes,23,0,0,0.0,0.0,1,1,0,0,0,0,4.0,3,0,0,0,2,0,2,1,0,0,15,0,4.41,1.25,6.8,0.0,4.5,4.5,1.0,Right,No
27,2018,,Preston Guilmet,30,0,1,0.0,22.5,2,0,0,0,0,0,2.0,7,5,5,2,0,0,3,0,0,1,13,21,13.16,3.5,31.5,9.0,0.0,13.5,0.0,Right,No
28,2018,,Giovanny Gallegos,26,0,0,0.0,0.0,2,0,2,0,0,0,1.1,1,0,0,0,0,0,2,0,0,0,5,0,0.16,0.75,6.8,0.0,0.0,13.5,0.0,Right,No
29,2018,,Greg Garcia,28,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,0,3.16,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
30,2018,,Jedd Gyorko,29,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,1,0,0,0,1,0,0,6,60,19.16,2.0,18.0,9.0,0.0,0.0,0.0,Right,No
1,2017,SP,Carlos Martinez,25,12,11,0.522,3.64,32,32,0,2,2,0,205.0,179,93,83,27,71,3,217,8,0,9,858,116,3.91,1.22,7.9,1.2,3.1,9.5,3.06,Right,No
2,2017,SP,Lance Lynn,30,11,8,0.579,3.43,33,33,0,0,0,0,186.1,151,80,71,27,78,5,153,10,0,2,776,123,4.82,1.229,7.3,1.3,3.8,7.4,1.96,Right,No
3,2017,SP,Michael Wacha,25,12,9,0.571,4.13,30,30,0,1,1,0,165.2,170,82,76,17,55,3,158,3,0,5,701,102,3.63,1.358,9.2,0.9,3.0,8.6,2.87,Right,No
4,2017,SP,Mike Leake,29,7,12,0.368,4.21,26,26,0,0,0,0,154.0,169,83,72,19,35,3,103,7,0,2,654,100,4.24,1.325,9.9,1.1,2.0,6.0,2.94,Right,No
5,2017,SP,Adam Wainwright,35,12,5,0.706,5.11,24,23,0,0,0,0,123.1,140,73,70,14,45,4,96,5,0,2,546,83,4.29,1.5,10.2,1.0,3.3,7.0,2.13,Right,No
6,2017,CL,Seunghwan Oh,34,1,6,0.143,4.1,62,0,38,0,0,20,59.1,68,31,27,10,15,9,54,3,0,1,264,103,4.44,1.399,10.3,1.5,2.3,8.2,3.6,Right,No
7,2017,RP,Brett Cecil,30,2,4,0.333,3.88,73,0,12,0,0,1,67.1,67,31,29,7,16,3,66,0,0,3,277,109,3.26,1.233,9.0,0.9,2.1,8.8,4.13,Left,No
8,2017,RP,Matt Bowman,26,3,6,0.333,3.99,75,0,10,0,0,2,58.2,52,29,26,4,18,2,46,5,0,1,247,106,3.65,1.193,8.0,0.6,2.8,7.1,2.56,Right,No
9,2017,RP,Tyler Lyons,29,4,1,0.8,2.83,50,0,12,0,0,3,54.0,39,17,17,3,20,2,68,7,0,1,220,150,2.86,1.093,6.5,0.5,3.3,11.3,3.4,Left,No
10,2017,RP,John Brebbia,27,0,0,0.0,2.44,50,0,13,0,0,0,51.2,37,15,14,8,11,3,51,5,0,2,209,174,4.13,0.929,6.4,1.4,1.9,8.9,4.64,Right,No
11,2017,,Luke Weaver,23,7,2,0.778,3.88,13,10,0,0,0,0,60.1,59,27,26,7,17,1,72,1,0,0,252,109,3.17,1.26,8.8,1.0,2.5,10.7,4.24,Right,No
12,2017,,Trevor Rosenthal,27,3,4,0.429,3.4,50,0,16,0,0,11,47.2,37,20,18,3,20,0,76,2,0,2,202,125,2.17,1.196,7.0,0.6,3.8,14.3,3.8,Right,No
13,2017,,Sam Tuivailala,24,3,3,0.5,2.55,37,0,19,0,0,0,42.1,35,12,12,4,11,3,34,2,0,2,171,166,3.7,1.087,7.4,0.9,2.3,7.2,3.09,Right,No
14,2017,,Kevin Siegrist,27,1,1,0.5,4.98,39,0,7,0,0,1,34.1,35,19,19,4,20,2,36,1,0,2,151,85,4.41,1.602,9.2,1.0,5.2,9.4,1.8,Left,No
15,2017,,Jack Flaherty,21,0,2,0.0,6.33,6,5,0,0,0,0,21.1,23,15,15,4,10,1,20,1,0,0,94,68,5.27,1.547,9.7,1.7,4.2,8.4,2.0,Right,No
16,2017,,Miguel Socolovich,30,0,1,0.0,8.68,15,0,7,0,0,1,18.2,27,20,18,4,4,0,14,2,0,0,87,49,5.41,1.661,13.0,1.9,1.9,6.8,3.5,Right,No
17,2017,,Zach Duke,34,1,1,0.5,3.93,27,0,1,0,0,0,18.1,13,8,8,3,6,2,12,2,0,2,74,109,5.29,1.036,6.4,1.5,2.9,5.9,2.0,Left,No
18,2017,,John Gant,24,0,1,0.0,4.67,7,2,1,0,0,0,17.1,17,9,9,4,10,1,11,1,0,0,76,92,6.79,1.558,8.8,2.1,5.2,5.7,1.1,Right,No
19,2017,,Jonathan Broxton,33,0,1,0.0,6.89,20,0,8,0,0,0,15.2,23,12,12,2,11,2,16,0,0,1,78,62,4.88,2.17,13.2,1.1,6.3,9.2,1.45,Right,No
20,2017,,Ryan Sherriff,27,2,1,0.667,3.14,13,0,2,0,0,0,14.1,13,5,5,2,4,0,15,1,0,0,60,138,3.93,1.186,8.2,1.3,2.5,9.4,3.75,Left,No
21,2017,,Juan Nicasio,30,2,0,1.0,1.64,9,0,7,0,0,4,11.0,9,2,2,1,2,0,11,0,0,0,44,266,2.89,1.0,7.4,0.8,1.6,9.0,5.5,Right,No
22,2017,,Sandy Alcántara,21,0,0,0.0,4.32,8,0,3,0,0,0,8.1,9,6,4,2,6,0,10,0,0,0,39,102,6.04,1.8,9.7,2.2,6.5,10.8,1.67,Right,No
23,2017,,Josh Lucas,26,0,0,0.0,3.68,5,0,2,0,0,0,7.1,7,3,3,2,4,0,7,1,0,1,32,120,6.84,1.5,8.6,2.5,4.9,8.6,1.75,Right,No
24,2017,,Mike Mayers,25,0,0,0.0,11.57,3,0,1,0,0,0,4.2,8,8,6,2,4,1,3,0,0,0,25,39,10.02,2.571,15.4,3.9,7.7,5.8,0.75,Right,No
25,2017,,Marco Gonzales,25,0,0,0.0,13.5,1,1,0,0,0,0,3.1,6,5,5,3,0,0,2,0,0,0,16,35,13.66,1.8,16.2,8.1,0.0,5.4,0.0,Left,No
1,2016,SP,Adam Wainwright,34,13,9,0.591,4.62,33,33,0,1,1,0,198.2,220,108,102,22,59,4,161,5,0,1,847,88,3.93,1.404,10.0,1.0,2.7,7.3,2.73,Right,No
2,2016,SP,Carlos Martinez,24,16,9,0.64,3.04,31,31,0,0,0,0,195.1,169,68,66,15,70,1,174,11,0,8,809,133,3.61,1.224,7.8,0.7,3.2,8.0,2.49,Right,No
3,2016,SP,Mike Leake,28,9,12,0.429,4.69,30,30,0,0,0,0,176.2,203,101,92,20,30,1,125,7,0,7,757,87,3.83,1.319,10.3,1.0,1.5,6.4,4.17,Right,No
4,2016,SP,Jaime García,29,10,13,0.435,4.67,32,30,0,1,1,0,171.2,179,94,89,26,57,3,150,7,0,8,741,87,4.49,1.375,9.4,1.4,3.0,7.9,2.63,Left,No
5,2016,SP,Michael Wacha,24,7,7,0.5,5.09,27,24,1,0,0,0,138.0,159,86,78,15,45,6,114,1,0,6,606,80,3.91,1.478,10.4,1.0,2.9,7.4,2.53,Right,No
6,2016,CL,Seunghwan Oh,33,6,3,0.667,1.92,76,0,35,0,0,19,79.2,55,20,17,5,18,3,103,2,0,3,313,212,2.13,0.916,6.2,0.6,2.0,11.6,5.72,Right,No
7,2016,RP,Matt Bowman,25,2,5,0.286,3.46,59,0,12,0,0,0,67.2,59,31,26,4,20,2,52,1,0,0,281,118,3.31,1.167,7.8,0.5,2.7,6.9,2.6,Right,No
8,2016,RP,Kevin Siegrist,26,6,3,0.667,2.77,67,0,11,0,0,3,61.2,42,20,19,10,26,2,66,1,0,5,248,147,4.43,1.103,6.1,1.5,3.8,9.6,2.54,Left,No
9,2016,RP,Jonathan Broxton,32,4,2,0.667,4.3,66,0,14,0,0,0,60.2,52,32,29,7,24,5,57,3,0,1,259,95,4.1,1.253,7.7,1.0,3.6,8.5,2.38,Right,No
10,2016,RP,Trevor Rosenthal,26,2,4,0.333,4.46,45,0,27,0,0,14,40.1,48,22,20,3,29,0,56,3,0,0,197,92,3.72,1.909,10.7,0.7,6.5,12.5,1.93,Right,No
11,2016,,Tyler Lyons,28,2,0,1.0,3.38,30,0,10,0,0,0,48.0,35,18,18,9,14,0,46,0,0,2,187,121,4.54,1.021,6.6,1.7,2.6,8.6,3.29,Left,No
12,2016,,Alex Reyes,21,4,1,0.8,1.57,12,5,3,0,0,1,46.0,33,8,8,1,23,1,52,0,1,3,189,261,2.67,1.217,6.5,0.2,4.5,10.2,2.26,Right,No
13,2016,,Luke Weaver,22,1,4,0.2,5.7,9,8,0,0,0,0,36.1,46,29,23,7,12,0,45,2,0,1,167,72,4.33,1.596,11.4,1.7,3.0,11.1,3.75,Right,No
14,2016,,Seth Maness,27,2,2,0.5,3.41,29,0,13,0,0,0,31.2,34,14,12,2,8,2,16,0,0,2,134,120,3.71,1.326,9.7,0.6,2.3,4.5,2.0,Right,No
15,2016,,Zach Duke,33,0,1,0.0,1.93,28,0,4,0,0,1,23.1,17,5,5,0,13,0,26,2,0,2,99,213,2.85,1.286,6.6,0.0,5.0,10.0,2.0,Left,No
16,2016,,Dean Kiekhefer,27,0,0,0.0,5.32,26,0,10,0,0,0,22.0,24,13,13,2,7,4,14,2,0,0,98,77,4.28,1.409,9.8,0.8,2.9,5.7,2.0,Left,No
17,2016,,Miguel Socolovich,29,1,0,1.0,2.0,15,0,6,0,0,0,18.0,5,4,4,2,5,0,16,0,0,0,64,207,3.65,0.556,2.5,1.0,2.5,8.0,3.2,Right,No
18,2016,,Jerome Williams,34,0,0,0.0,5.71,11,0,9,0,0,0,17.1,22,15,11,4,6,1,8,2,0,0,81,72,6.61,1.615,11.4,2.1,3.1,4.2,1.33,Right,No
19,2016,,Sam Tuivailala,23,0,0,0.0,6.0,12,0,4,0,0,0,9.0,12,6,6,0,6,0,7,2,0,1,47,70,4.26,2.0,12.0,0.0,6.0,7.0,1.17,Right,No
20,2016,,Mike Mayers,24,1,1,0.5,27.0,4,1,0,0,0,0,5.1,16,16,16,3,3,0,2,1,0,0,35,16,11.96,3.563,27.0,5.1,5.1,3.4,0.67,Right,No
21,2016,,Rubén Tejada,26,0,0,0.0,18.0,1,0,1,0,0,0,1.0,2,2,2,2,0,0,0,0,0,0,5,31,29.15,2.0,18.0,18.0,0.0,0.0,0.0,Right,No
1,2015,SP,John Lackey,36,13,10,0.565,2.77,33,33,0,1,0,0,218.0,211,71,67,21,53,5,175,4,3,5,896,142,3.57,1.211,8.7,0.9,2.2,7.2,3.3,Right,No
2,2015,SP,Michael Wacha,23,17,7,0.708,3.38,30,30,0,0,0,0,181.1,162,74,68,19,58,4,153,6,1,4,762,116,3.87,1.213,8.0,0.9,2.9,7.6,2.64,Right,No
3,2015,SP,Carlos Martinez,23,14,7,0.667,3.01,31,29,1,0,0,0,179.2,168,65,60,13,63,5,184,8,1,8,755,130,3.21,1.286,8.4,0.7,3.2,9.2,2.92,Right,No
4,2015,SP,Lance Lynn,28,12,11,0.522,3.03,31,31,0,0,0,0,175.1,172,66,59,13,68,5,167,5,0,2,751,129,3.44,1.369,8.8,0.7,3.5,8.6,2.46,Right,No
5,2015,SP,Jaime García,28,10,6,0.625,2.43,20,20,0,0,0,0,129.2,106,37,35,6,30,0,97,3,0,4,510,161,3.0,1.049,7.4,0.4,2.1,6.7,3.23,Left,No
6,2015,CL,Trevor Rosenthal,25,2,4,0.333,2.1,68,0,57,0,0,48,68.2,62,16,16,3,25,3,83,1,0,7,287,188,2.42,1.267,8.1,0.4,3.3,10.9,3.32,Right,No
7,2015,RP,Kevin Siegrist,25,7,1,0.875,2.17,81,0,13,0,0,6,74.2,53,20,18,4,34,2,90,3,0,0,312,181,2.91,1.165,6.4,0.5,4.1,10.8,2.65,Left,No
8,2015,RP,Seth Maness,26,4,2,0.667,4.26,76,0,13,0,0,3,63.1,77,35,30,7,13,4,46,1,0,2,270,92,3.78,1.421,10.9,1.0,1.8,6.5,3.54,Right,No
9,2015,RP,Carlos Villanueva,31,4,3,0.571,2.95,35,0,20,0,0,2,61.0,50,21,20,6,21,2,55,2,0,1,250,133,3.74,1.164,7.4,0.9,3.1,8.1,2.62,Right,No
10,2015,RP,Randy Choate,39,1,0,1.0,3.95,71,0,4,0,0,1,27.1,29,14,12,2,5,0,22,6,0,1,117,100,3.68,1.244,9.5,0.7,1.6,7.2,4.4,Left,No
11,2015,,Tyler Lyons,27,3,1,0.75,3.75,17,8,1,0,0,0,60.0,59,29,25,12,15,0,60,1,0,4,255,105,4.53,1.233,8.9,1.8,2.3,9.0,4.0,Left,No
12,2015,,Matt Belisle,35,1,1,0.5,2.67,34,0,10,0,0,0,33.2,34,10,10,1,15,2,25,3,0,0,149,148,3.64,1.455,9.1,0.3,4.0,6.7,1.67,Right,No
13,2015,,Tim Cooney,24,1,0,1.0,3.16,6,6,0,0,0,0,31.1,28,12,11,3,10,2,29,1,0,1,130,125,3.58,1.213,8.0,0.9,2.9,8.3,2.9,Left,No
14,2015,,Miguel Socolovich,28,4,1,0.8,1.82,28,0,11,0,0,0,29.2,25,7,6,1,10,1,27,0,0,1,125,218,2.76,1.18,7.6,0.3,3.0,8.2,2.7,Right,No
15,2015,,Adam Wainwright,33,2,1,0.667,1.61,7,4,2,0,0,0,28.0,25,7,5,0,4,0,20,0,0,0,111,247,2.13,1.036,8.0,0.0,1.3,6.4,5.0,Right,No
16,2015,,Mitch Harris,29,2,1,0.667,3.67,26,0,7,0,0,0,27.0,30,14,11,4,13,0,15,0,0,2,122,108,5.39,1.593,10.0,1.3,4.3,5.0,1.15,Right,No
17,2015,,Jonathan Broxton,31,3,3,0.5,2.66,26,0,5,0,0,0,23.2,20,8,7,2,12,0,26,0,0,0,101,149,3.56,1.352,7.6,0.8,4.6,9.9,2.17,Right,No
18,2015,,Steve Cishek,29,0,0,0.0,2.31,27,0,8,0,0,1,23.1,18,7,6,2,13,0,20,1,0,1,99,172,4.33,1.329,6.9,0.8,5.0,7.7,1.54,Right,No
19,2015,,Sam Tuivailala,22,0,1,0.0,3.07,14,0,5,0,0,0,14.2,13,5,5,2,8,1,20,0,0,3,65,131,3.82,1.432,8.0,1.2,4.9,12.3,2.5,Right,No
20,2015,,Jordan Walden,27,0,1,0.0,0.87,12,0,2,0,0,1,10.1,7,1,1,0,4,1,12,0,0,2,42,466,1.97,1.065,6.1,0.0,3.5,10.5,3.0,Right,No
21,2015,,Marco Gonzales,23,0,0,0.0,13.5,1,1,0,0,0,0,2.2,7,4,4,1,1,0,1,0,0,0,16,33,8.38,3.0,23.6,3.4,3.4,3.4,1.0,Left,No
22,2015,,Marcus Hatley,27,0,0,0.0,0.0,2,0,1,0,0,0,1.1,1,0,0,0,2,0,2,0,0,0,7,0,4.63,2.25,6.8,0.0,13.5,13.5,1.0,Right,No
23,2015,,Nick Greenwood,27,0,1,0.0,inf,1,0,1,0,0,0,0.0,2,2,2,1,0,0,0,0,0,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left,No
1,2014,SP,Adam Wainwright,32,20,9,0.69,2.38,32,32,0,5,3,0,227.0,184,64,60,10,50,5,179,7,1,4,898,153,2.88,1.031,7.3,0.4,2.0,7.1,3.58,Right,No
2,2014,SP,Lance Lynn,27,15,10,0.6,2.74,33,33,0,2,1,0,203.2,185,72,62,13,72,1,181,7,0,7,866,133,3.35,1.262,8.2,0.6,3.2,8.0,2.51,Right,No
3,2014,SP,Shelby Miller,23,10,9,0.526,3.74,32,31,0,1,1,0,183.0,160,78,76,22,73,4,127,2,0,4,764,97,4.54,1.273,7.9,1.1,3.6,6.2,1.74,Right,No
4,2014,SP,Michael Wacha,22,5,6,0.455,3.2,19,19,0,0,0,0,107.0,95,41,38,6,33,0,94,5,0,2,447,114,3.17,1.196,8.0,0.5,2.8,7.9,2.85,Right,No
5,2014,CL,Trevor Rosenthal,24,2,6,0.25,3.2,72,0,59,0,0,45,70.1,57,25,25,2,42,5,87,4,1,1,308,114,2.99,1.408,7.3,0.3,5.4,11.1,2.07,Right,No
6,2014,RP,Carlos Martinez,22,2,4,0.333,4.03,57,7,13,0,0,1,89.1,90,41,40,4,36,8,84,4,1,8,386,90,3.18,1.41,9.1,0.4,3.6,8.5,2.33,Right,No
7,2014,RP,Seth Maness,25,6,4,0.6,2.91,73,0,17,0,0,3,80.1,77,29,26,7,11,3,55,2,1,2,317,125,3.38,1.095,8.6,0.8,1.2,6.2,5.0,Right,No
8,2014,RP,Pat Neshek,33,7,2,0.778,1.87,71,0,17,0,0,6,67.1,44,14,14,4,9,2,68,2,0,1,255,195,2.37,0.787,5.9,0.5,1.2,9.1,7.56,Right,No
9,2014,RP,Randy Choate,38,2,2,0.5,4.5,61,0,6,0,0,0,36.0,27,18,18,2,13,2,32,5,0,0,148,82,3.58,1.111,6.8,0.5,3.3,8.0,2.46,Left,No
10,2014,,John Lackey,35,3,3,0.5,4.3,10,10,0,0,0,0,60.2,69,34,29,9,15,1,48,1,1,1,261,85,4.27,1.385,10.2,1.3,2.2,7.1,3.2,Right,No
11,2014,,Jaime García,27,3,1,0.75,4.12,7,7,0,0,0,0,43.2,39,20,20,6,7,0,39,3,0,1,177,89,3.82,1.053,8.0,1.2,1.4,8.0,5.57,Left,No
12,2014,,Sam Freeman,27,2,0,1.0,2.61,44,0,9,0,0,0,38.0,34,13,11,2,19,0,35,4,0,3,169,141,3.79,1.395,8.1,0.5,4.5,8.3,1.84,Left,No
13,2014,,Tyler Lyons,26,0,4,0.0,4.42,11,4,1,0,0,0,36.2,33,23,18,4,11,2,36,2,0,0,155,83,3.65,1.2,8.1,1.0,2.7,8.8,3.27,Left,No
14,2014,,Nick Greenwood,26,2,1,0.667,4.75,19,1,8,0,0,0,36.0,36,19,19,5,5,1,17,1,0,0,145,77,4.49,1.139,9.0,1.3,1.3,4.3,3.4,Left,No
15,2014,,Joe Kelly,26,2,2,0.5,4.37,7,7,0,0,0,0,35.0,41,19,17,3,10,0,25,3,0,3,156,84,3.93,1.457,10.5,0.8,2.6,6.4,2.5,Right,No
16,2014,,Marco Gonzales,22,4,2,0.667,4.15,10,5,0,0,0,0,34.2,32,16,16,4,21,1,31,1,0,0,156,88,4.75,1.529,8.3,1.0,5.5,8.0,1.48,Left,No
17,2014,,Justin Masterson,29,3,3,0.5,7.04,9,6,1,0,0,0,30.2,35,24,24,6,13,0,23,4,0,5,140,52,5.84,1.565,10.3,1.8,3.8,6.8,1.77,Right,No
18,2014,,Kevin Siegrist,24,1,4,0.2,6.82,37,0,5,0,0,0,30.1,32,23,23,5,16,0,37,2,0,1,140,54,4.62,1.582,9.5,1.5,4.7,11.0,2.31,Left,No
19,2014,,Jason Motte,32,1,0,1.0,4.68,29,0,10,0,0,0,25.0,29,14,13,7,9,0,17,0,0,1,110,79,6.49,1.52,10.4,2.5,3.2,6.1,1.89,Right,No
20,2014,,Eric Fornataro,26,0,0,0.0,4.66,8,0,6,0,0,0,9.2,11,6,5,0,1,0,3,1,0,0,42,81,3.13,1.241,10.2,0.0,0.9,2.8,3.0,Right,No
21,2014,,Keith Butler,25,0,0,0.0,27.0,2,0,1,0,0,0,2.0,6,6,6,0,1,0,2,1,0,0,14,16,4.13,3.5,27.0,0.0,4.5,9.0,2.0,Right,No
22,2014,,Sam Tuivailala,21,0,0,0.0,36.0,2,0,0,0,0,0,1.0,5,4,4,2,2,0,1,0,0,0,10,14,33.13,7.0,45.0,18.0,18.0,9.0,0.5,Right,No
23,2014,,Jorge Rondon,26,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,0,6.13,1.0,0.0,0.0,9.0,0.0,0.0,Right,No
24,2014,,Daniel Descalso,27,0,0,0.0,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2013,SP,Adam Wainwright,31,19,9,0.679,2.94,34,34,0,5,2,0,241.2,223,83,79,15,35,2,219,6,0,5,956,127,2.55,1.068,8.3,0.6,1.3,8.2,6.26,Right,No
